item1,item2,item3,item4,item5,item6,item7,item8,item9,item10,item11,item12,item13,item14,item15,item16,item17,item18,item19,item20,item21,item22,item23,item24,item25,item26,item27,item28,item29,item30,item31,item32,item33,item34,item35,item36,item37,item38,item39,item40,item41,item42,item43,item44,item45,item46,item47,item48,item49,item50,item51,item52,item53,item54,item55,item56,item57
5694,C,B,A,C,C,A,C,C,B,C,A,C,A,C,A,B,B,C,D,B,C,D,A,C,B,D,C,B,D,B,A,C,A,D,B,A,C,B,B,C,B,D,A,A,B,D,D,A,D,A,C,A,B,B,C,A,D
5695,B,B,D,C,C,D,A,A,B,A,C,D,D,A,B,D,C,D,B,B,A,B,D,D,A,C,B,A,A,A,A,D,D,D,C,B,D,A,C,C,D,A,D,D,B,A,C,C,A,C,C,C,A,C,B,C,A
5696,C,D,B,C,B,B,B,B,A,A,B,D,A,C,B,A,D,A,B,D,D,C,A,A,C,A,A,B,C,B,D,B,B,D,C,C,C,C,C,A,D,A,D,D,D,D,A,D,B,A,A,B,C,C,D,A,C
5697,A,D,C,A,D,B,A,A,B,C,D,C,C,C,C,D,B,C,A,A,D,D,B,A,D,A,D,A,D,B,A,A,A,D,A,B,B,A,C,D,B,C,A,B,C,B,D,D,D,D,B,B,C,A,B,C,B
5698,B,B,D,B,C,C,A,C,C,D,B,B,A,B,A,A,B,B,C,B,A,D,B,D,B,C,D,D,A,B,B,A,C,D,B,A,C,D,B,B,B,C,B,C,D,B,D,D,D,B,C,C,A,A,A,C,A
5699,A,B,D,B,B,D,D,A,C,D,C,D,A,B,C,A,C,C,D,D,D,A,D,B,B,B,C,C,A,A,B,B,B,A,A,D,D,D,C,D,D,B,C,A,A,A,D,C,A,D,B,A,C,C,D,B,A
5700,D,C,A,A,D,B,B,C,A,A,C,C,D,B,A,D,A,B,A,A,C,D,C,C,C,A,D,D,D,B,C,C,D,C,D,D,D,B,D,A,A,D,B,A,B,D,B,D,D,D,B,B,D,D,D,A,D
5701,B,A,B,C,B,D,D,A,C,C,A,C,A,D,A,B,D,D,C,B,D,B,C,A,C,B,A,A,D,C,B,A,B,A,D,D,B,C,A,D,C,A,C,D,B,C,A,B,D,A,C,B,A,C,B,B,A
5702,B,D,C,B,B,A,B,C,C,C,A,D,A,D,C,C,B,A,A,A,C,C,D,C,C,C,B,D,B,D,C,B,D,D,B,D,C,C,A,D,B,B,D,C,D,B,C,C,C,B,B,A,C,B,B,B,B
5703,A,A,C,C,D,D,C,C,D,B,A,C,D,A,C,B,D,C,D,C,A,D,C,A,B,A,B,A,B,D,A,B,A,D,D,A,B,A,A,A,D,D,B,A,B,A,D,A,A,D,C,A,A,B,C,C,D
5704,C,A,B,C,C,C,D,B,C,A,C,B,A,B,C,D,C,D,D,C,C,A,D,C,B,D,D,A,B,D,A,D,A,A,C,A,A,A,A,B,B,C,B,C,B,C,B,B,B,A,B,B,B,C,D,B,A
5705,D,B,B,A,B,C,D,D,D,B,B,C,B,D,B,D,B,C,B,A,C,C,A,D,B,A,C,A,C,B,A,C,A,D,B,C,C,A,B,B,B,D,B,C,D,D,B,B,A,C,C,D,B,A,B,D,A
5706,D,A,C,A,C,B,D,A,D,B,D,A,B,D,D,A,A,D,D,A,A,A,B,B,D,B,A,A,C,C,B,C,B,B,C,A,C,A,B,D,A,B,D,D,B,C,D,D,B,C,B,C,A,D,D,C,A
5707,A,C,A,C,A,B,D,B,C,C,D,B,A,C,A,B,B,D,D,C,A,C,D,D,C,D,A,D,D,A,D,A,A,D,A,C,D,C,D,D,D,B,B,B,C,A,B,C,B,D,A,A,A,C,D,A,C
5708,D,C,A,B,B,D,A,D,D,A,B,B,D,B,B,B,C,D,A,C,A,D,C,C,B,D,C,A,D,C,D,B,D,D,A,D,A,B,A,B,C,A,B,C,A,C,C,D,C,A,D,B,A,B,B,B,D
5709,B,C,A,D,A,D,A,C,A,C,A,D,C,D,D,D,D,D,A,C,A,D,B,D,B,B,A,C,C,A,B,D,A,C,A,A,C,D,B,D,B,A,C,B,B,B,C,C,C,A,A,C,A,B,B,B,B
5710,D,A,D,B,D,C,B,A,C,A,D,D,D,A,B,C,C,C,A,A,B,A,D,C,D,A,B,A,C,A,A,D,C,A,C,C,D,C,D,A,B,D,D,A,C,B,C,C,D,D,B,B,C,A,B,D,D
5711,C,C,B,A,D,D,D,B,A,D,D,B,C,C,B,C,D,C,A,C,A,A,C,D,A,D,D,A,D,C,C,D,C,C,A,A,D,D,C,C,A,D,B,C,A,D,D,B,B,C,C,B,C,D,C,A,C
5712,C,B,A,D,B,A,C,A,A,B,B,B,C,B,D,A,D,A,A,D,A,C,B,C,C,A,A,C,D,A,A,A,B,B,B,B,C,A,C,C,D,D,A,A,C,B,B,D,A,B,B,C,D,D,B,D,C
5713,A,B,D,B,A,B,A,C,C,C,B,D,A,D,B,C,A,B,D,C,D,C,B,A,B,B,C,B,B,D,B,B,D,D,D,D,D,D,A,A,A,B,A,A,B,A,C,A,D,B,A,A,C,B,B,D,D
5714,A,D,A,B,B,B,B,C,A,D,B,B,C,B,B,D,C,A,B,D,D,D,C,B,D,A,C,D,A,B,D,C,A,C,C,A,C,C,A,D,A,C,B,C,A,C,A,B,D,A,B,B,C,A,D,C,D
5715,D,B,B,A,A,B,C,D,D,B,B,A,B,C,B,C,B,D,C,D,A,D,D,C,B,B,A,B,B,C,B,A,B,D,B,D,A,D,B,A,B,D,A,C,D,C,C,A,D,A,D,D,B,A,D,A,A
5716,C,C,A,D,A,C,A,A,C,A,A,D,A,C,C,B,D,B,C,D,D,A,D,A,B,D,B,C,B,D,A,B,D,B,A,C,D,B,C,B,C,D,A,B,B,A,A,B,C,C,C,A,D,B,B,C,D
5717,C,A,B,A,A,D,B,A,D,B,C,C,C,B,B,A,A,C,C,A,D,C,A,D,B,D,D,B,D,D,D,D,D,C,C,B,D,A,B,B,D,A,D,C,C,D,C,B,A,D,A,B,C,B,D,D,C
5718,C,D,B,B,C,D,B,A,B,B,B,C,C,C,A,A,B,C,A,B,A,B,B,C,A,A,B,B,D,C,C,D,B,A,A,C,B,C,B,D,D,C,C,A,B,C,B,A,C,A,D,C,D,A,A,A,C
5719,A,D,D,A,C,A,D,C,A,B,B,A,C,C,C,B,D,A,B,A,B,A,C,B,B,D,C,B,C,B,C,D,B,C,A,B,B,A,D,A,D,A,B,B,D,A,D,B,C,B,C,D,A,B,D,A,B
5720,D,D,C,C,D,C,B,B,B,C,D,A,B,D,B,C,D,C,A,D,A,B,C,B,A,B,D,D,D,D,B,B,B,B,B,A,C,B,A,D,A,A,B,B,B,A,A,A,B,A,D,A,B,B,C,A,D
5721,A,C,A,C,B,B,D,A,C,D,D,A,A,A,D,B,A,C,B,D,D,B,B,D,D,C,A,A,D,C,B,B,D,B,A,A,D,D,D,B,B,C,A,C,B,D,D,A,A,B,B,B,A,A,A,A,C
5722,D,C,C,A,C,B,A,A,C,C,A,A,A,B,D,B,D,B,B,A,D,A,A,C,A,C,D,B,D,B,C,B,D,A,B,A,D,D,C,D,D,A,C,C,A,B,C,C,A,C,D,D,C,B,D,A,B
5723,A,A,D,A,D,D,B,C,C,D,C,A,B,C,A,D,A,D,A,C,D,D,B,B,D,C,B,D,A,D,D,D,A,B,C,C,B,B,A,D,D,C,C,C,D,C,D,A,A,A,C,B,C,B,A,D,B
5724,A,A,A,A,D,A,C,A,B,B,B,C,D,A,B,B,B,A,C,A,D,D,D,B,B,C,A,C,A,D,C,C,B,D,C,C,A,C,D,C,C,B,C,C,C,A,C,C,A,D,D,A,D,D,D,D,D
5725,A,D,D,D,C,C,C,C,B,D,D,C,A,C,B,C,A,D,D,A,C,A,B,D,A,C,A,A,D,B,A,A,D,B,A,D,C,D,A,B,C,B,C,A,B,D,A,A,C,B,D,D,A,D,C,D,B
5726,A,A,C,A,C,D,B,B,A,A,B,A,D,D,B,C,D,C,C,A,D,D,B,B,C,C,A,B,C,A,D,B,C,C,C,D,A,D,C,B,A,C,C,B,C,B,D,B,C,A,A,D,D,B,B,C,D
5727,A,C,A,A,D,D,C,A,C,C,D,B,D,B,D,A,B,C,C,A,D,A,A,D,D,A,B,B,B,B,A,A,B,A,A,B,D,B,B,C,C,A,B,A,C,A,B,D,A,A,B,D,D,B,B,B,A
5728,A,B,C,D,A,A,D,C,A,B,B,A,A,B,B,C,C,D,B,C,C,D,D,A,A,B,B,D,B,D,A,B,B,C,C,D,A,D,C,D,C,D,A,C,A,B,A,A,B,D,A,D,A,A,D,D,D
5729,A,B,B,D,B,D,C,D,D,C,A,D,A,D,D,B,C,A,D,B,C,C,B,B,B,C,A,A,C,A,B,B,B,D,D,A,A,D,A,C,C,D,C,A,A,B,A,D,A,A,D,D,D,C,D,C,D
5730,D,C,A,B,A,B,B,C,B,B,B,B,B,C,D,C,A,B,B,B,A,A,C,B,B,B,D,D,D,C,A,C,C,B,C,D,C,C,B,B,B,D,C,D,A,A,C,B,B,A,B,A,A,C,A,A,A
5731,A,D,A,C,A,C,A,A,B,C,C,A,B,C,D,D,A,B,A,D,A,C,B,A,D,D,C,B,D,C,A,D,B,A,B,A,B,A,D,C,A,A,C,C,D,A,A,A,B,D,C,A,B,D,D,B,B
5732,A,B,A,D,D,A,A,D,A,B,A,D,C,D,B,B,C,B,C,D,D,A,C,A,D,D,A,C,D,A,A,A,D,D,A,C,A,C,A,D,B,B,A,D,A,A,D,D,A,D,A,D,C,C,B,C,A
5733,D,B,D,A,A,D,D,A,B,D,B,C,C,D,A,D,D,A,D,B,D,A,C,C,C,C,B,C,B,D,B,D,C,D,C,D,C,C,C,D,D,D,B,C,C,D,A,A,C,D,A,C,A,D,C,C,A
5734,A,C,C,C,A,A,C,A,B,D,A,D,B,D,C,C,B,B,A,A,B,C,C,A,B,D,B,B,C,B,C,D,B,D,A,A,A,A,A,D,B,A,C,C,A,C,C,C,D,C,D,C,A,A,B,A,A
5735,A,C,C,B,B,A,A,C,C,B,C,C,A,D,B,D,A,C,B,B,C,C,B,B,A,A,B,B,B,B,D,D,B,D,C,B,B,B,D,A,D,B,D,A,A,B,D,D,B,D,D,D,C,A,C,B,A
5736,C,A,C,C,D,C,C,A,D,A,B,A,B,B,C,C,B,C,D,A,B,D,B,A,C,B,B,D,C,B,B,A,D,D,C,D,D,A,B,D,D,C,D,D,A,C,C,C,B,A,A,A,D,B,D,D,A
5737,C,A,A,B,D,A,C,D,B,C,C,C,B,D,D,A,B,B,A,A,A,B,A,A,A,D,D,B,A,D,B,B,D,D,D,D,C,D,C,D,A,D,A,C,C,A,A,A,C,A,A,C,C,B,B,A,D
5738,D,C,A,A,B,C,D,C,B,A,D,B,C,D,C,A,C,C,D,C,D,A,B,C,C,C,A,D,A,D,A,C,A,B,D,C,A,B,A,B,D,B,D,D,D,B,A,A,B,B,A,A,C,C,A,C,D
5739,D,B,A,C,A,B,C,D,C,C,B,D,A,B,D,A,B,A,A,C,D,D,D,A,B,A,A,B,B,C,B,D,D,D,B,C,B,B,D,C,B,B,B,B,D,D,A,C,C,C,A,A,A,D,A,D,A
5740,C,C,B,A,A,B,A,B,A,D,C,C,B,B,A,D,D,A,A,B,D,D,B,B,A,D,C,A,D,C,A,D,B,C,D,D,D,C,C,D,B,C,C,B,B,C,B,A,B,C,C,A,D,A,D,D,B
5741,A,D,A,C,C,A,C,D,D,B,B,B,C,D,A,D,B,A,B,D,D,D,D,A,D,A,C,A,A,D,A,A,C,B,C,C,B,C,C,B,B,A,B,C,B,B,A,D,A,D,C,B,A,D,D,B,D
5742,B,D,B,A,D,A,B,A,A,C,A,D,B,B,A,C,A,D,C,B,C,A,C,B,A,B,A,B,C,D,A,C,C,A,A,B,A,B,C,C,C,C,A,D,D,A,D,D,C,A,C,C,A,A,D,C,A
5743,A,A,A,B,A,A,D,D,C,A,A,C,C,C,B,A,A,B,C,A,D,D,C,A,A,B,B,C,B,A,B,C,D,C,A,C,A,A,B,B,A,A,D,B,A,B,C,B,B,B,B,D,C,C,B,B,A
5744,C,A,C,D,D,A,D,C,A,D,B,C,C,D,C,C,A,C,B,A,C,B,A,C,C,D,C,B,D,B,B,D,D,A,B,B,B,C,C,C,C,A,A,C,B,C,C,D,B,C,D,B,A,D,D,B,A
5745,D,B,D,D,B,A,D,A,C,D,B,A,D,B,B,C,B,C,A,C,D,D,A,D,C,A,A,B,A,C,A,D,A,C,C,B,D,A,D,D,A,C,A,A,C,B,C,B,D,B,C,B,C,C,C,C,D
5746,C,A,C,B,C,A,B,C,B,B,A,D,A,A,C,D,C,A,C,B,C,D,C,B,C,C,D,D,C,C,B,B,B,B,D,C,B,D,B,A,D,B,B,A,B,B,D,D,B,B,D,D,A,B,D,C,C
5747,A,C,A,D,D,D,B,B,D,D,B,C,B,A,D,A,A,D,D,C,A,B,A,D,D,C,D,D,B,B,B,D,D,D,C,D,C,A,B,A,B,A,C,C,A,C,D,A,B,D,B,B,A,B,D,C,A
5748,D,D,A,A,C,B,B,D,C,A,A,D,A,B,B,C,B,B,A,C,D,D,D,A,D,D,D,C,B,D,B,A,C,B,B,A,B,A,D,C,C,C,B,D,C,D,B,A,A,B,D,C,D,B,B,A,C
5749,A,C,C,D,A,A,B,C,C,A,B,C,D,C,C,C,D,B,C,B,B,C,A,D,D,D,C,D,A,A,B,D,C,D,C,A,B,C,A,C,B,B,B,D,B,B,B,C,C,D,A,C,C,A,C,A,A
5750,A,B,A,A,A,B,D,A,D,D,C,A,B,D,D,B,B,C,A,A,C,B,D,A,B,C,B,C,A,A,B,B,C,D,D,C,D,C,C,C,B,A,B,B,A,A,A,A,C,C,D,C,B,B,D,D,B
5751,C,A,D,B,D,C,D,D,A,A,A,D,A,B,A,B,A,C,D,A,D,C,A,B,D,D,A,D,C,A,D,D,D,C,A,A,C,C,C,A,A,A,B,B,C,D,A,D,C,D,D,D,D,B,A,A,D
5752,A,C,A,A,C,D,D,D,B,B,C,A,B,A,B,A,A,A,D,C,D,A,C,B,B,A,C,B,A,B,A,C,B,A,A,B,B,C,B,A,B,B,A,C,B,B,D,C,A,D,A,B,C,B,D,D,D
5753,B,D,B,D,B,C,D,D,C,D,D,A,B,B,A,D,D,D,C,D,B,B,D,B,C,D,B,C,A,C,A,D,B,B,C,C,D,D,B,A,A,A,C,C,D,C,B,D,B,C,A,C,C,D,D,B,B
5754,B,D,D,B,C,A,D,B,C,B,A,A,C,D,B,A,B,C,A,C,B,D,B,A,A,C,A,C,D,B,B,B,C,A,A,A,B,C,C,B,C,D,B,B,B,D,B,D,A,C,B,A,D,B,B,B,C
5755,D,A,A,A,C,B,B,D,C,C,B,A,A,C,A,A,B,A,D,C,C,A,A,D,D,D,D,C,B,D,C,A,D,A,C,D,A,C,C,B,A,D,C,D,D,B,A,D,C,D,D,B,C,A,C,A,C
5756,D,D,D,D,D,C,D,C,A,D,C,C,B,A,A,D,C,A,D,B,B,C,A,A,D,C,C,D,C,B,C,C,D,A,D,C,A,D,A,D,D,D,B,D,A,D,A,D,B,D,A,A,A,D,C,D,D
5757,D,C,A,D,D,A,B,A,B,C,C,C,D,D,C,B,C,D,A,A,C,C,C,B,D,A,A,D,D,B,B,B,B,C,A,D,B,C,D,A,A,D,C,A,A,B,B,D,D,D,D,C,B,A,A,A,B
5758,C,B,D,B,B,B,D,C,C,C,C,B,C,A,D,A,D,B,C,A,D,A,B,C,C,D,A,C,C,B,C,D,D,D,B,B,A,B,D,B,A,A,D,C,B,D,D,D,A,B,B,B,C,C,B,C,B
5759,B,D,D,C,B,C,A,D,D,C,A,B,D,D,C,A,A,C,D,B,B,C,C,C,A,B,A,D,D,B,B,D,D,C,C,D,C,D,A,B,C,B,A,C,A,B,A,A,B,B,C,B,C,B,C,B,B
5760,C,A,B,D,C,A,B,C,B,C,C,D,D,D,D,C,C,A,D,B,A,A,B,A,B,C,B,A,C,D,B,A,C,B,C,D,C,D,A,A,A,C,B,A,C,D,B,C,D,B,C,C,C,D,A,A,B
5761,D,C,A,B,A,A,D,B,C,B,C,D,C,A,A,B,B,C,D,A,B,A,B,D,D,B,B,B,B,A,C,A,C,B,B,A,B,C,A,A,D,B,D,C,C,C,D,B,D,B,D,A,D,A,C,C,D
5762,B,D,D,D,A,D,A,A,C,C,A,A,D,D,C,B,C,B,C,C,A,C,B,B,C,C,C,C,A,B,A,C,B,B,B,D,B,C,C,C,B,D,A,B,B,D,D,C,A,C,A,C,D,D,A,C,B
5763,C,B,B,B,C,A,D,C,B,D,D,A,D,B,B,C,B,D,B,A,B,A,C,B,D,D,A,B,A,A,D,C,D,B,A,C,B,C,A,D,B,B,D,B,C,B,A,B,B,B,D,B,D,D,A,B,B
5764,D,B,B,A,B,C,A,A,A,C,A,D,A,A,A,D,D,B,C,C,D,A,D,C,B,A,D,A,A,C,D,A,D,D,C,C,B,C,C,D,C,D,B,A,A,D,B,A,B,D,A,D,B,C,D,A,D
5765,A,B,C,C,B,A,D,D,C,D,D,C,A,A,D,B,B,C,D,C,A,C,C,B,C,A,B,D,D,A,D,A,D,D,A,B,B,C,C,C,B,B,B,D,A,C,A,A,D,B,B,D,B,D,D,A,D
5766,C,A,A,D,A,B,A,C,D,D,B,C,A,C,B,D,A,A,C,B,A,C,B,B,A,D,A,A,A,A,B,B,A,A,C,C,A,A,D,B,C,A,A,C,C,B,D,C,D,A,D,C,A,A,C,B,A
5767,A,B,B,C,B,D,C,B,C,C,D,C,A,D,C,B,B,D,A,A,A,C,D,C,B,D,D,A,B,C,D,D,A,C,A,B,A,C,C,B,A,C,B,D,C,C,C,B,B,B,D,A,B,A,C,C,C
5768,C,C,D,A,D,B,C,C,D,D,A,B,D,D,B,B,B,A,B,D,C,C,A,D,B,B,B,A,D,D,B,D,C,B,A,A,C,C,A,D,C,C,B,D,A,B,A,B,C,D,A,D,D,A,D,C,C
5769,A,A,D,D,B,C,A,B,B,D,A,B,C,C,C,A,C,A,C,C,C,D,C,A,D,B,C,B,D,C,D,D,C,D,C,C,C,B,D,C,D,B,B,B,C,D,A,C,A,C,C,C,A,A,C,B,A
5770,D,C,C,A,D,A,D,D,D,A,A,C,C,D,A,A,D,D,D,C,B,C,C,D,D,B,C,D,A,C,C,D,C,B,A,C,D,A,A,D,D,D,A,C,D,B,D,A,A,A,C,D,B,A,C,A,A
5771,D,A,A,D,C,D,B,A,B,C,A,B,A,D,D,B,B,A,A,C,B,D,B,A,D,D,A,D,B,C,C,A,A,B,C,D,A,B,B,B,D,D,D,B,A,D,D,C,C,A,D,B,C,B,B,C,B
5772,C,A,B,A,B,B,B,D,A,B,B,D,C,A,A,C,B,A,C,B,A,C,C,A,D,C,D,B,D,C,C,D,D,C,D,A,A,D,C,A,A,C,C,A,D,B,C,D,A,B,A,C,B,B,A,A,C
5773,B,A,A,B,A,A,A,D,C,B,C,A,A,D,C,A,A,C,C,C,C,D,D,B,B,A,B,C,C,B,A,C,D,C,C,C,A,B,B,B,B,D,A,D,B,D,C,B,B,C,B,C,D,B,B,B,A
5774,D,D,C,C,B,B,C,D,D,B,B,A,C,D,C,B,B,A,A,C,A,A,A,C,D,C,A,D,B,D,C,B,D,B,B,C,B,D,C,A,A,C,C,C,A,B,A,B,A,C,A,D,A,B,A,C,B
5775,B,A,A,A,D,D,A,D,A,A,D,C,A,C,C,C,B,A,C,C,C,C,A,A,D,B,B,D,A,D,C,D,A,C,A,B,C,C,C,B,D,B,B,D,D,A,C,B,B,A,B,A,C,A,C,A,B
5776,B,C,A,C,A,B,C,D,B,A,B,C,B,D,D,D,A,A,C,B,A,B,B,D,C,A,D,A,C,A,B,D,D,B,C,C,D,C,B,D,C,C,B,B,A,D,A,A,A,D,B,C,C,D,C,D,B
5777,A,B,A,A,B,D,D,B,C,C,B,D,B,D,A,B,D,B,B,A,D,C,D,A,C,D,B,C,D,A,A,D,C,B,A,C,A,C,B,D,D,B,C,D,C,A,D,A,C,D,C,C,C,A,A,D,D
5778,A,A,A,B,A,B,C,A,D,A,A,D,A,D,A,B,A,A,D,C,B,A,B,C,B,B,A,C,B,A,B,C,B,D,B,A,A,B,B,A,B,D,C,C,D,A,B,D,B,A,A,B,A,A,B,C,C
5779,A,D,B,A,B,B,D,B,D,D,D,B,B,C,C,B,D,A,C,D,C,C,B,D,C,A,B,D,B,D,D,D,D,C,A,C,A,D,D,C,A,A,D,D,C,B,A,D,B,A,A,C,B,B,B,D,A
5780,A,B,D,B,A,B,A,C,B,C,A,D,C,A,A,A,C,B,D,A,D,C,A,D,C,B,C,B,B,C,B,C,C,D,B,A,A,B,C,C,C,A,B,B,A,C,C,D,C,D,B,B,A,A,C,D,C
5781,A,D,B,A,A,A,B,D,C,C,C,B,B,C,D,A,B,C,B,A,B,D,A,D,B,D,A,C,D,A,B,D,B,D,C,C,C,C,D,C,D,C,B,C,D,B,B,B,A,B,A,B,B,D,D,A,B
5782,A,C,C,B,B,B,D,D,B,C,A,B,A,D,C,A,B,B,C,A,C,B,B,A,D,C,B,A,D,B,B,A,A,B,D,B,D,C,D,D,B,A,A,D,C,B,B,D,A,A,B,C,B,C,A,C,A
5783,D,B,C,D,A,B,D,A,D,B,B,D,C,B,D,A,D,D,D,D,B,B,D,C,A,A,C,C,B,A,B,A,B,A,B,A,C,D,A,D,A,C,D,A,C,A,D,A,D,D,B,C,B,D,A,B,B
5784,D,A,B,C,B,B,B,A,A,A,C,C,C,D,C,C,C,A,B,D,C,C,A,D,D,A,D,D,A,B,C,B,B,C,C,C,A,A,D,A,D,C,B,C,A,D,A,A,C,A,D,B,A,C,B,A,C
5785,B,C,B,B,D,D,D,C,D,B,D,A,D,A,A,A,A,A,C,D,A,A,A,B,D,A,A,A,A,D,A,A,C,A,B,D,B,D,A,D,A,C,A,B,A,B,A,C,C,B,D,B,B,C,D,B,D
5786,B,C,B,A,B,A,A,A,C,C,A,C,A,D,D,C,C,A,C,A,D,A,B,A,C,D,B,B,A,C,A,B,B,A,A,D,B,D,A,B,A,D,A,C,C,C,B,D,B,C,A,C,A,D,D,C,B
5787,C,A,B,A,D,B,D,B,B,B,A,B,B,C,B,B,A,D,D,B,B,B,B,A,C,C,D,B,D,B,B,A,D,A,C,A,C,A,A,B,D,B,B,A,B,C,B,C,A,B,A,D,D,B,D,B,D
5788,C,D,C,C,D,B,C,A,D,C,C,C,B,B,B,B,B,A,B,B,C,C,C,A,C,D,A,C,D,B,B,A,D,C,A,B,D,A,B,D,D,A,B,D,B,A,B,A,A,B,D,B,B,C,A,D,A
5789,D,D,D,B,C,C,D,A,D,D,A,A,D,A,B,A,D,B,C,A,A,B,A,C,D,C,C,C,B,D,D,B,A,A,A,D,A,C,D,C,B,C,C,A,B,A,A,B,C,B,D,A,D,A,B,C,D
5790,B,A,C,C,C,C,C,B,B,A,A,B,D,B,D,D,B,C,B,C,C,D,D,C,B,D,C,D,A,A,C,B,C,B,C,C,C,B,D,D,D,A,B,A,A,B,D,B,B,D,B,C,C,C,B,A,B
5791,B,C,B,D,D,D,C,C,C,A,C,C,A,A,B,A,C,A,B,C,C,C,B,A,C,A,B,B,C,C,A,D,A,A,B,C,C,B,B,A,C,D,C,B,B,C,D,C,D,A,D,D,C,B,B,D,B
5792,B,A,D,C,A,C,C,D,D,B,A,C,B,B,A,D,D,C,D,C,B,D,A,C,D,C,A,D,C,D,B,D,B,B,A,B,B,D,D,B,A,D,C,B,A,B,C,A,C,A,A,A,D,B,C,D,C
5793,D,B,D,B,B,C,B,C,B,C,A,C,C,A,A,B,C,C,C,B,A,A,D,A,A,C,A,A,D,C,C,B,C,A,A,B,B,C,C,C,B,B,C,B,A,C,A,D,A,D,C,B,D,B,A,C,C
5794,D,C,A,B,C,C,D,D,B,B,A,B,A,D,C,D,D,D,D,D,C,B,C,B,B,A,B,A,D,A,A,B,B,A,C,C,C,B,D,C,A,C,D,C,D,A,B,D,A,C,A,A,C,A,B,B,A
5795,A,A,D,B,D,D,A,C,C,D,B,C,B,C,D,B,D,D,A,C,B,C,D,B,D,D,D,A,D,B,B,B,D,A,D,B,A,A,C,A,C,B,A,A,A,B,D,C,C,C,B,A,A,B,D,B,B
5796,D,D,A,C,B,A,D,D,D,D,B,B,C,A,D,A,D,A,A,C,D,B,B,D,D,D,C,D,A,C,D,A,D,D,B,B,D,A,A,D,C,A,A,B,B,C,D,B,C,D,C,C,A,A,A,A,A
5797,A,C,C,A,C,C,B,A,D,A,C,D,B,C,D,D,A,C,D,B,B,C,C,B,B,D,D,C,B,B,B,D,B,C,A,C,D,B,A,B,D,A,C,C,B,D,B,C,D,C,D,B,A,D,B,A,C
5798,D,B,D,B,D,B,C,A,C,D,D,C,A,A,C,A,B,C,B,D,A,C,D,D,D,C,B,D,D,C,C,C,C,C,C,C,C,C,A,D,D,D,B,D,C,A,B,C,B,C,D,B,B,A,C,C,A
5799,C,C,B,C,A,A,D,C,B,D,B,B,B,B,C,C,A,A,A,D,C,A,B,C,A,D,D,B,D,D,B,A,D,C,D,C,D,A,A,C,D,B,B,B,B,B,D,A,D,C,B,B,B,A,D,A,C
5800,B,D,D,D,C,D,A,C,A,B,A,B,A,B,D,C,A,D,D,B,A,B,B,B,B,C,A,A,D,C,B,D,D,D,A,A,A,B,C,A,A,C,C,B,B,B,A,C,D,C,C,A,B,B,D,D,A
5801,A,C,D,B,B,C,A,D,C,C,B,B,D,A,C,A,C,D,A,C,B,D,D,A,D,C,B,B,C,D,D,C,D,A,D,D,A,B,C,D,C,A,B,A,D,A,B,C,D,C,D,B,B,A,D,A,C
5802,B,A,C,C,B,B,A,B,A,A,C,B,B,B,D,B,A,D,C,A,C,B,A,C,C,D,C,C,D,A,A,A,B,C,A,A,A,D,D,C,A,C,D,D,C,D,A,A,D,C,B,C,C,C,A,B,C
5803,A,A,B,D,D,D,A,A,A,C,C,C,C,C,D,C,B,B,B,B,C,C,D,B,B,B,B,B,B,A,B,B,B,A,A,A,B,B,C,A,D,D,D,D,D,B,C,A,D,B,B,A,C,B,C,D,D
5804,D,A,C,B,A,C,A,B,B,C,A,A,D,B,A,B,C,A,C,B,D,C,B,B,B,B,A,D,B,B,A,C,D,D,A,A,B,A,A,C,C,B,A,C,C,A,D,A,D,B,A,A,B,A,C,A,B
5805,A,A,C,B,A,C,C,B,A,A,A,D,D,C,D,B,A,A,A,A,B,C,C,C,B,C,B,B,B,C,A,C,A,B,A,C,A,B,B,A,A,D,A,C,C,B,B,D,B,A,C,A,A,C,A,B,B
5806,A,A,B,C,C,B,A,B,C,B,A,D,A,B,A,D,C,A,C,B,B,C,C,D,B,B,A,A,B,C,A,A,B,A,A,D,D,D,D,B,D,C,B,A,C,C,C,A,B,C,B,D,D,D,D,A,B
5807,B,C,B,C,D,D,D,A,A,A,D,C,A,B,A,B,A,C,A,D,A,A,A,B,C,C,C,A,B,D,D,D,B,C,A,B,D,D,A,D,D,A,C,D,C,B,C,A,D,B,B,A,A,D,C,C,B
5808,C,B,B,B,D,C,C,D,D,A,A,A,C,B,C,D,A,C,D,B,A,A,A,D,B,C,C,C,B,D,B,D,C,C,A,B,C,D,D,B,D,A,A,B,C,D,D,D,B,D,A,C,A,A,D,D,B
5809,D,B,D,A,D,C,B,C,D,A,B,B,B,D,C,A,C,B,A,A,B,A,D,B,C,D,C,A,A,B,B,D,C,C,B,D,D,D,C,C,C,A,A,C,B,C,A,A,C,C,D,B,A,A,A,D,D
5810,B,B,C,B,B,C,B,B,C,B,A,B,C,B,C,D,D,B,A,D,B,D,B,C,B,D,A,A,A,A,C,C,C,C,D,A,C,B,A,D,D,B,D,D,A,C,B,D,C,D,B,C,A,C,B,B,C
5811,B,D,D,C,A,D,C,B,C,C,A,C,A,C,A,A,B,B,A,C,B,A,A,C,C,C,D,A,D,C,C,B,C,A,A,A,B,D,C,C,D,D,D,B,D,B,B,B,A,C,B,B,B,D,C,D,B
